   3.00000E+00  2.891181E+00  3.456405E+00  6.643276E+00  8.818001E+00  8.841925E+00  8.972777E+00  9.075707E+00  9.096980E+00  9.214075E+00  9.273039E+00
   3.06061E+00  2.977063E+00  3.464296E+00  6.808935E+00  8.876123E+00  8.917399E+00  8.980875E+00  9.070749E+00  9.151340E+00  9.320731E+00  9.337187E+00
   3.12121E+00  3.052435E+00  3.471613E+00  6.962741E+00  8.903485E+00  8.987994E+00  9.006463E+00  9.045401E+00  9.220358E+00  9.389857E+00  9.417003E+00
   3.18182E+00  3.118449E+00  3.478389E+00  7.105393E+00  8.925723E+00  8.994207E+00  9.021053E+00  9.086065E+00  9.282506E+00  9.433267E+00  9.503252E+00
   3.24242E+00  3.176154E+00  3.484646E+00  7.237513E+00  8.943949E+00  8.997778E+00  8.999581E+00  9.156995E+00  9.338026E+00  9.468887E+00  9.520906E+00
   3.30303E+00  3.226499E+00  3.490407E+00  7.359650E+00  8.958942E+00  8.975626E+00  9.004193E+00  9.220004E+00  9.387364E+00  9.498194E+00  9.532426E+00
   3.36364E+00  3.270338E+00  3.495688E+00  7.472302E+00  8.954619E+00  8.971288E+00  9.008116E+00  9.275802E+00  9.431035E+00  9.522389E+00  9.542879E+00
   3.42424E+00  3.308445E+00  3.500509E+00  7.575938E+00  8.934764E+00  8.981449E+00  9.011426E+00  9.325068E+00  9.469568E+00  9.542435E+00  9.552422E+00
   3.48485E+00  3.341506E+00  3.504889E+00  7.670995E+00  8.916053E+00  8.989798E+00  9.014194E+00  9.368433E+00  9.503475E+00  9.559097E+00  9.561169E+00
   3.54545E+00  3.370134E+00  3.508845E+00  7.757900E+00  8.898464E+00  8.996645E+00  9.016492E+00  9.406488E+00  9.533235E+00  9.569207E+00  9.572986E+00
   3.60606E+00  3.394875E+00  3.512400E+00  7.837076E+00  8.881963E+00  9.002247E+00  9.018382E+00  9.439787E+00  9.559297E+00  9.576606E+00  9.584590E+00
   3.66667E+00  3.416212E+00  3.515575E+00  7.908952E+00  8.866510E+00  9.006816E+00  9.019924E+00  9.468840E+00  9.582068E+00  9.583417E+00  9.594304E+00
   3.72727E+00  3.434578E+00  3.518397E+00  7.973962E+00  8.852055E+00  9.010532E+00  9.021170E+00  9.494117E+00  9.589684E+00  9.601923E+00  9.602448E+00
   3.78788E+00  3.450351E+00  3.520892E+00  8.032550E+00  8.838545E+00  9.013540E+00  9.022164E+00  9.516053E+00  9.595447E+00  9.609283E+00  9.619201E+00
   3.84848E+00  3.463868E+00  3.523087E+00  8.085166E+00  8.825922E+00  9.015964E+00  9.022946E+00  9.535042E+00  9.600737E+00  9.615021E+00  9.634209E+00
   3.90909E+00  3.475427E+00  3.525009E+00  8.132263E+00  8.814126E+00  9.017904E+00  9.023548E+00  9.551441E+00  9.605586E+00  9.619839E+00  9.644506E+00
   3.96970E+00  3.485292E+00  3.526692E+00  8.174296E+00  8.803100E+00  9.019444E+00  9.023998E+00  9.565579E+00  9.610026E+00  9.623883E+00  9.645602E+00
   4.03030E+00  3.493693E+00  3.528159E+00  8.211709E+00  8.792784E+00  9.020650E+00  9.024318E+00  9.577746E+00  9.614087E+00  9.627272E+00  9.646492E+00
   4.09091E+00  3.500832E+00  3.529437E+00  8.244933E+00  8.783120E+00  9.021576E+00  9.024524E+00  9.588203E+00  9.617796E+00  9.630105E+00  9.647200E+00
   4.15152E+00  3.506889E+00  3.530553E+00  8.274388E+00  8.774059E+00  9.022269E+00  9.024634E+00  9.597184E+00  9.621185E+00  9.632468E+00  9.647750E+00
   4.21212E+00  3.512019E+00  3.531529E+00  8.300467E+00  8.765550E+00  9.022767E+00  9.024658E+00  9.604898E+00  9.624285E+00  9.634430E+00  9.648161E+00
   4.27273E+00  3.516358E+00  3.532386E+00  8.323538E+00  8.757548E+00  9.023101E+00  9.024609E+00  9.611523E+00  9.627118E+00  9.636051E+00  9.648448E+00
   4.33333E+00  3.520023E+00  3.533142E+00  8.343944E+00  8.750011E+00  9.023293E+00  9.024493E+00  9.617220E+00  9.629712E+00  9.637379E+00  9.648626E+00
   4.39394E+00  3.523117E+00  3.533813E+00  8.362000E+00  8.742903E+00  9.023370E+00  9.024321E+00  9.622128E+00  9.632093E+00  9.638459E+00  9.648711E+00
   4.45455E+00  3.525726E+00  3.534412E+00  8.377990E+00  8.736190E+00  9.023349E+00  9.024101E+00  9.626364E+00  9.634279E+00  9.639330E+00  9.648715E+00
   4.51515E+00  3.527926E+00  3.534951E+00  8.392173E+00  8.729842E+00  9.023244E+00  9.023837E+00  9.630034E+00  9.636294E+00  9.640019E+00  9.648649E+00
   4.57576E+00  3.529782E+00  3.535439E+00  8.404777E+00  8.723833E+00  9.023072E+00  9.023537E+00  9.633224E+00  9.638153E+00  9.640557E+00  9.648522E+00
   4.63636E+00  3.531349E+00  3.535884E+00  8.416009E+00  8.718139E+00  9.022844E+00  9.023208E+00  9.636009E+00  9.639874E+00  9.640968E+00  9.648347E+00
   4.69697E+00  3.532673E+00  3.536292E+00  8.426047E+00  8.712739E+00  9.022572E+00  9.022855E+00  9.638452E+00  9.641272E+00  9.641468E+00  9.648130E+00
   4.75758E+00  3.533794E+00  3.536669E+00  8.435050E+00  8.707613E+00  9.022265E+00  9.022485E+00  9.640608E+00  9.641487E+00  9.642952E+00  9.647882E+00
   4.81818E+00  3.534745E+00  3.537018E+00  8.443157E+00  8.702745E+00  9.021932E+00  9.022102E+00  9.641629E+00  9.642520E+00  9.644332E+00  9.647608E+00
   4.87879E+00  3.535555E+00  3.537343E+00  8.450486E+00  8.698119E+00  9.021579E+00  9.021709E+00  9.641710E+00  9.644227E+00  9.645622E+00  9.647314E+00
   4.93939E+00  3.536246E+00  3.537646E+00  8.457140E+00  8.693720E+00  9.021213E+00  9.021313E+00  9.641742E+00  9.645757E+00  9.646826E+00  9.647008E+00
   5.00000E+00  3.536839E+00  3.537930E+00  8.463210E+00  8.689536E+00  9.020839E+00  9.020915E+00  9.641735E+00  9.646692E+00  9.647140E+00  9.647956E+00
   5.06061E+00  3.537351E+00  3.538196E+00  8.468770E+00  8.685554E+00  9.020465E+00  9.020523E+00  9.641700E+00  9.646374E+00  9.648394E+00  9.649014E+00
   5.12121E+00  3.537795E+00  3.538446E+00  8.473885E+00  8.681763E+00  9.020091E+00  9.020135E+00  9.641639E+00  9.646055E+00  9.649539E+00  9.650007E+00
   5.18182E+00  3.538182E+00  3.538681E+00  8.478613E+00  8.678152E+00  9.019724E+00  9.019756E+00  9.641563E+00  9.645740E+00  9.650588E+00  9.650939E+00
   5.24242E+00  3.538521E+00  3.538902E+00  8.482998E+00  8.674712E+00  9.019359E+00  9.019383E+00  9.641470E+00  9.645426E+00  9.651556E+00  9.651819E+00
   5.30303E+00  3.538821E+00  3.539110E+00  8.487083E+00  8.671433E+00  9.019004E+00  9.019023E+00  9.641369E+00  9.645120E+00  9.652452E+00  9.652648E+00
   5.36364E+00  3.539087E+00  3.539305E+00  8.490900E+00  8.668307E+00  9.018661E+00  9.018674E+00  9.641263E+00  9.644823E+00  9.653284E+00  9.653430E+00
   5.42424E+00  3.539324E+00  3.539488E+00  8.494475E+00  8.665322E+00  9.018328E+00  9.018338E+00  9.641152E+00  9.644534E+00  9.654054E+00  9.654162E+00
   5.48485E+00  3.539539E+00  3.539662E+00  8.497840E+00  8.662476E+00  9.018008E+00  9.018015E+00  9.641041E+00  9.644256E+00  9.654779E+00  9.654858E+00
   5.54545E+00  3.539734E+00  3.539824E+00  8.501009E+00  8.659758E+00  9.017700E+00  9.017706E+00  9.640929E+00  9.643988E+00  9.655454E+00  9.655511E+00
   5.60606E+00  3.539909E+00  3.539976E+00  8.504003E+00  8.657161E+00  9.017405E+00  9.017409E+00  9.640818E+00  9.643731E+00  9.656087E+00  9.656129E+00
   5.66667E+00  3.540071E+00  3.540120E+00  8.506838E+00  8.654680E+00  9.017123E+00  9.017126E+00  9.640710E+00  9.643485E+00  9.656684E+00  9.656714E+00
   5.72727E+00  3.540219E+00  3.540255E+00  8.509526E+00  8.652309E+00  9.016854E+00  9.016856E+00  9.640604E+00  9.643249E+00  9.657245E+00  9.657267E+00
   5.78788E+00  3.540357E+00  3.540383E+00  8.512080E+00  8.650041E+00  9.016596E+00  9.016597E+00  9.640501E+00  9.643024E+00  9.657774E+00  9.657790E+00
   5.84848E+00  3.540484E+00  3.540503E+00  8.514509E+00  8.647871E+00  9.016350E+00  9.016352E+00  9.640402E+00  9.642809E+00  9.658274E+00  9.658285E+00
   5.90909E+00  3.540602E+00  3.540616E+00  8.516823E+00  8.645794E+00  9.016117E+00  9.016118E+00  9.640307E+00  9.642604E+00  9.658746E+00  9.658754E+00
   5.96970E+00  3.540714E+00  3.540723E+00  8.519029E+00  8.643806E+00  9.015896E+00  9.015897E+00  9.640216E+00  9.642411E+00  9.659192E+00  9.659198E+00
   6.03030E+00  3.540816E+00  3.540822E+00  8.521133E+00  8.641900E+00  9.015683E+00  9.015683E+00  9.640127E+00  9.642224E+00  9.659615E+00  9.659619E+00
   6.09091E+00  3.540913E+00  3.540917E+00  8.523143E+00  8.640074E+00  9.015482E+00  9.015483E+00  9.640043E+00  9.642047E+00  9.660015E+00  9.660018E+00
   6.15152E+00  3.541005E+00  3.541009E+00  8.525067E+00  8.638325E+00  9.015293E+00  9.015293E+00  9.639965E+00  9.641881E+00  9.660397E+00  9.660399E+00
   6.21212E+00  3.541090E+00  3.541092E+00  8.526904E+00  8.636644E+00  9.015109E+00  9.015110E+00  9.639886E+00  9.641719E+00  9.660756E+00  9.660757E+00
   6.27273E+00  3.541169E+00  3.541170E+00  8.528663E+00  8.635031E+00  9.014936E+00  9.014936E+00  9.639812E+00  9.641566E+00  9.661096E+00  9.661096E+00
   6.33333E+00  3.541245E+00  3.541246E+00  8.530348E+00  8.633484E+00  9.014771E+00  9.014771E+00  9.639741E+00  9.641421E+00  9.661420E+00  9.661420E+00
   6.39394E+00  3.541315E+00  3.541316E+00  8.531963E+00  8.631997E+00  9.014614E+00  9.014614E+00  9.639674E+00  9.641283E+00  9.661727E+00  9.661727E+00
   6.45455E+00  3.541384E+00  3.541384E+00  8.533512E+00  8.630569E+00  9.014468E+00  9.014468E+00  9.639613E+00  9.641154E+00  9.662018E+00  9.662018E+00
   6.51515E+00  3.541446E+00  3.541447E+00  8.534997E+00  8.629195E+00  9.014323E+00  9.014323E+00  9.639549E+00  9.641026E+00  9.662297E+00  9.662297E+00
   6.57576E+00  3.541506E+00  3.541507E+00  8.536423E+00  8.627875E+00  9.014187E+00  9.014187E+00  9.639491E+00  9.640907E+00  9.662562E+00  9.662562E+00
   6.63636E+00  3.541564E+00  3.541564E+00  8.537794E+00  8.626607E+00  9.014059E+00  9.014059E+00  9.639436E+00  9.640794E+00  9.662817E+00  9.662817E+00
   6.69697E+00  3.541617E+00  3.541617E+00  8.539108E+00  8.625383E+00  9.013936E+00  9.013936E+00  9.639382E+00  9.640685E+00  9.663052E+00  9.663052E+00
   6.75758E+00  3.541669E+00  3.541669E+00  8.540374E+00  8.624208E+00  9.013820E+00  9.013820E+00  9.639332E+00  9.640583E+00  9.663282E+00  9.663282E+00
   6.81818E+00  3.541716E+00  3.541716E+00  8.541588E+00  8.623073E+00  9.013706E+00  9.013706E+00  9.639281E+00  9.640481E+00  9.663497E+00  9.663497E+00
   6.87879E+00  3.541763E+00  3.541763E+00  8.542758E+00  8.621983E+00  9.013601E+00  9.013601E+00  9.639237E+00  9.640389E+00  9.663704E+00  9.663704E+00
   6.93939E+00  3.541807E+00  3.541807E+00  8.543883E+00  8.620931E+00  9.013500E+00  9.013500E+00  9.639193E+00  9.640300E+00  9.663902E+00  9.663902E+00
   7.00000E+00  3.541848E+00  3.541848E+00  8.544967E+00  8.619917E+00  9.013404E+00  9.013404E+00  9.639151E+00  9.640214E+00  9.664090E+00  9.664090E+00
   7.06061E+00  3.541887E+00  3.541887E+00  8.546009E+00  8.618938E+00  9.013311E+00  9.013311E+00  9.639109E+00  9.640132E+00  9.664268E+00  9.664268E+00
