# Eint(Ref)    Eint(Model)
     -1.56773865E-04      -1.59819404E-04       4.13760543E-02       4.09651649E-02       1.70756768E-02       1.70432940E-02
     -1.74107637E-05      -1.33512150E-05       1.18616660E-02       1.20884223E-02       1.11048579E-02       1.00597926E-02
     -4.14958959E-05      -4.17839179E-05       2.30222435E-02       2.31323426E-02       1.07721871E-02       1.07667348E-02
     -2.37750509E-04      -2.34637472E-04       5.04704960E-02       5.08189853E-02       1.07940173E-02       1.09938948E-02
     -5.42092930E-05      -6.10678482E-05       2.36688551E-02       2.32162725E-02       1.53234075E-02       1.53027675E-02
     -2.19079591E-04      -2.23895057E-04       5.41822082E-02       5.41469739E-02       2.77475751E-02       2.77271507E-02
     -1.41014705E-04      -1.36973350E-04       3.96691019E-02       3.98968268E-02       2.21459370E-02       2.19222025E-02
     -1.55186132E-04      -1.56340825E-04       4.45374964E-02       4.42519142E-02       2.26122735E-02       2.24919062E-02
     -3.67512143E-05      -3.45644099E-05       2.11212677E-02       2.03790235E-02       1.38930863E-02       1.41742344E-02
     -8.91710591E-05      -8.90114555E-05       3.37023296E-02       3.38826684E-02       3.10654060E-02       3.12674218E-02
     -1.76828243E-05      -2.14602561E-05       1.26811262E-02       1.22401490E-02       9.51817704E-03       9.60753044E-03
     -4.20085185E-05      -3.90411922E-05       2.18347385E-02       2.18924663E-02       1.44560103E-02       1.33362247E-02
     -1.37643730E-04      -1.30508891E-04       4.35597460E-02       4.32622184E-02       3.30143295E-02       3.32614632E-02
     -1.91777776E-04      -1.90346748E-04       5.08745498E-02       5.09241597E-02       4.07463118E-02       4.06455604E-02
     -2.11553494E-05      -1.97964095E-05       1.28512251E-02       1.26413787E-02       1.23025791E-02       9.67856824E-03
     -4.08588164E-05      -3.57360101E-05       2.11202484E-02       2.09215911E-02       1.23623859E-02       1.03514195E-02
     -1.93695062E-05      -2.48837362E-05       1.37804533E-02       1.36380590E-02       1.52993992E-02       1.47743063E-02
     -4.60241886E-05      -4.02132961E-05       2.32971833E-02       2.34224617E-02       8.03768319E-03       7.87506908E-03
     -5.48847131E-05      -5.35364596E-05       2.47095635E-02       2.46247148E-02       1.63333705E-02       1.51212702E-02
     -8.07374931E-05      -7.69059370E-05       3.03566113E-02       3.05650794E-02       1.88892059E-02       2.03878560E-02
     -1.50089026E-04      -1.45814904E-04       4.20175265E-02       4.17719666E-02       2.54069502E-02       2.69791453E-02
     -5.57960825E-05      -5.44176265E-05       2.43741061E-02       2.48055097E-02       7.19227694E-03       9.07603671E-03
     -1.23276586E-05      -1.52756366E-05       8.59590460E-03       8.33981120E-03       1.04283743E-02       1.01823278E-02
     -1.02905879E-04      -9.25403072E-05       3.74454065E-02       3.73150747E-02       1.78906782E-02       1.82420223E-02
