# Eint(Ref)    Eint(Model)
     -4.05032950E-03      -9.16343607E-03       2.18504458E-01       2.18245503E-01       5.62124620E-02       6.95030596E-02
     -5.16917640E-03      -1.34061670E-02       2.74107182E-01       2.78185354E-01       1.79824185E-01       1.85262836E-01
     -8.78844488E-03      -1.98804382E-02       3.28993359E-01       3.20647605E-01       9.77251760E-02       1.17627786E-01
     -7.77319000E-03      -2.19277269E-02       3.04601683E-01       3.12311934E-01       1.35161262E-01       1.30919191E-01
     -1.34133000E-03      -4.47127971E-03       1.30359079E-01       1.36542307E-01       6.69925112E-02       7.95469441E-02
     -6.95795917E-03      -1.36282764E-02       3.21246881E-01       3.14139137E-01       2.27721730E-01       1.99023365E-01
     -6.02770499E-03      -1.57639206E-02       2.65777774E-01       2.74970555E-01       1.15038650E-01       1.27711573E-01
     -8.21973086E-03      -1.97768815E-02       3.24499016E-01       3.41874510E-01       1.43018282E-01       2.06747933E-01
     -1.06154228E-03      -1.72774967E-03       1.12418962E-01       1.14172822E-01       5.47794789E-02       5.25065240E-02
     -1.00340047E-02      -2.30295567E-02       3.83357155E-01       3.58090046E-01       2.68982113E-01       2.02416301E-01
     -7.96165358E-04      -1.23463279E-03       1.08908396E-01       1.10808427E-01       7.48863097E-02       7.74492060E-02
     -7.82621687E-03      -1.71433422E-02       3.29962462E-01       3.25507013E-01       1.99752104E-01       1.83076648E-01
     -7.14165672E-03      -1.48821332E-02       2.94714585E-01       2.92170185E-01       9.23079463E-02       1.08582205E-01
     -5.32107059E-03      -1.19988230E-02       2.65228546E-01       2.76388848E-01       1.37855090E-01       1.69264402E-01
     -4.34375092E-03      -1.26322694E-02       2.29939654E-01       2.41423540E-01       1.01486047E-01       1.29668671E-01
     -2.95341574E-03      -8.87646734E-03       1.84285240E-01       1.91492777E-01       8.04412908E-02       8.11044484E-02
     -2.31196576E-03      -4.85822234E-03       1.63991202E-01       1.66136240E-01       4.51216072E-02       4.42601487E-02
     -6.29115015E-03      -1.39539255E-02       2.77657029E-01       2.73990664E-01       1.12736140E-01       1.14333609E-01
     -4.32317123E-03      -1.28545525E-02       2.30904392E-01       2.43856724E-01       1.02587339E-01       1.37716376E-01
     -6.95128144E-03      -1.35589557E-02       3.07224236E-01       2.97948385E-01       1.82931831E-01       1.51413692E-01
     -1.92849043E-03      -5.57036339E-03       1.49827583E-01       1.54990146E-01       6.28343950E-02       6.24616626E-02
     -2.45400268E-03      -6.33480764E-03       1.73712139E-01       1.79472578E-01       7.95055964E-02       8.66425883E-02
     -3.33255110E-03      -6.05064746E-03       2.03545843E-01       2.03683867E-01       1.04260141E-01       9.48996357E-02
     -1.00163580E-02      -2.25876577E-02       3.86297354E-01       3.63530922E-01       2.77406852E-01       2.12245404E-01
     -2.54478401E-04      -9.16590559E-04       5.65950355E-02       5.80678466E-02       2.73625538E-02       2.90270643E-02
     -6.36157487E-03      -1.43470232E-02       2.83181593E-01       2.87420559E-01       1.29986875E-01       1.37975614E-01
     -2.66189962E-03      -6.95448445E-03       1.95902866E-01       1.98089083E-01       1.28792275E-01       1.29409982E-01
     -8.31604183E-03      -1.94336775E-02       3.49303568E-01       3.30515105E-01       2.47880365E-01       1.94541755E-01
     -6.22924498E-03      -1.42042255E-02       3.07851528E-01       2.90500040E-01       2.38060323E-01       1.84545187E-01
     -3.62562401E-03      -7.25945515E-03       2.31565123E-01       2.32426161E-01       1.59647051E-01       1.55686311E-01
     -6.40577539E-03      -1.48389093E-02       3.16043144E-01       2.99061650E-01       2.49947836E-01       1.97686420E-01
     -6.21125354E-03      -1.55368841E-02       2.86960418E-01       2.89175919E-01       1.52583864E-01       1.54135775E-01
     -2.19900204E-03      -5.37176869E-03       1.58457074E-01       1.60760972E-01       5.42647653E-02       4.04897674E-02
     -6.78490699E-03      -1.85039531E-02       2.84186685E-01       2.93288008E-01       1.22823341E-01       1.34225505E-01
     -9.47880758E-04      -2.36580706E-03       1.03324881E-01       1.05492888E-01       1.89686941E-02       2.47076600E-02
     -4.71255100E-03      -1.25433109E-02       2.39965944E-01       2.45433025E-01       1.06209547E-01       1.09438230E-01
     -6.39421060E-03      -1.33073115E-02       3.04770382E-01       3.09751573E-01       1.99139967E-01       2.07587357E-01
     -4.09296381E-03      -1.13342641E-02       2.18121555E-01       2.19104251E-01       8.30263344E-02       5.06340329E-02
     -9.70200223E-03      -2.18569526E-02       3.71039979E-01       3.52820819E-01       2.36899790E-01       1.88105184E-01
     -4.47208978E-03      -1.01867942E-02       2.29685369E-01       2.27204988E-01       6.81733732E-02       4.00828983E-02
     -4.08931967E-03      -9.36009860E-03       2.45398656E-01       2.35960217E-01       1.81641625E-01       1.48752712E-01
     -7.44660170E-03      -1.66726187E-02       3.05230103E-01       2.98380490E-01       1.33203212E-01       1.28468823E-01
     -1.71413761E-03      -4.30929874E-03       1.41173479E-01       1.45135759E-01       5.77304420E-02       5.74479442E-02
     -8.34674216E-03      -1.84135801E-02       3.41939619E-01       3.25574036E-01       2.19797600E-01       1.72311011E-01
     -2.57034560E-03      -4.45931030E-03       1.93821980E-01       1.93302107E-01       1.34364066E-01       1.25699720E-01
     -5.91771791E-03      -1.20929845E-02       2.74539481E-01       2.71747774E-01       1.20947257E-01       1.15637838E-01
     -7.42444716E-03      -1.45290934E-02       3.13611851E-01       3.03706716E-01       1.80401279E-01       1.47041279E-01
     -7.01295319E-03      -1.67947706E-02       3.02896478E-01       2.99494339E-01       1.49429334E-01       1.39994434E-01
     -6.01691872E-03      -1.24417338E-02       2.89858213E-01       2.81784749E-01       1.83906843E-01       1.54959575E-01
     -4.97561798E-03      -1.43565163E-02       2.42305598E-01       2.47887610E-01       1.04131769E-01       9.34488221E-02
     -1.76574436E-03      -4.78566649E-03       1.45789334E-01       1.49259515E-01       6.13754640E-02       6.14599707E-02
     -4.14913514E-03      -8.87859736E-03       2.43932236E-01       2.48435421E-01       1.56227611E-01       1.63310746E-01
     -3.42604682E-03      -7.27793368E-03       2.15422052E-01       2.10421858E-01       1.41364154E-01       1.17876565E-01
     -3.09586057E-03      -6.62852326E-03       1.90034987E-01       1.91731883E-01       4.32066959E-02       5.37610438E-02
     -2.96616387E-04      -6.90761592E-04       6.42177962E-02       6.49000044E-02       4.17716341E-02       4.11747764E-02
     -6.14337549E-04      -1.08053687E-03       8.53001776E-02       8.67968224E-02       3.43929702E-02       3.43361447E-02
     -5.27505558E-03      -1.33189415E-02       2.54910437E-01       2.59789981E-01       1.12745413E-01       1.14749838E-01
     -9.20693836E-03      -2.52929211E-02       3.42817396E-01       3.61526375E-01       1.43846319E-01       2.12745480E-01
     -8.62406764E-04      -3.04625216E-03       1.08533734E-01       1.13028968E-01       6.39385697E-02       7.29729401E-02
     -2.81941812E-03      -6.95885362E-03       1.84529607E-01       1.86797196E-01       7.18534332E-02       6.87193265E-02
     -8.13228654E-03      -2.26452563E-02       3.11507362E-01       3.15657514E-01       1.41368930E-01       1.19000976E-01
     -6.98326878E-03      -1.70535874E-02       3.02803784E-01       3.01628794E-01       1.53318686E-01       1.48038074E-01
     -5.31730792E-03      -1.40247200E-02       2.56795673E-01       2.55394866E-01       1.00776847E-01       9.73198484E-02
     -3.27007169E-03      -9.23211104E-03       1.99421131E-01       2.06651732E-01       9.02383909E-02       1.00830930E-01
     -1.17287294E-02      -2.94422824E-02       3.84461186E-01       3.95680241E-01       1.66997888E-01       2.04422184E-01
     -7.02775265E-03      -1.47031240E-02       3.18493502E-01       3.23145531E-01       2.05947071E-01       2.13360239E-01
     -2.26637674E-03      -4.88851569E-03       1.78261770E-01       1.85621192E-01       1.06843001E-01       1.25973455E-01
     -2.30330639E-03      -4.00479664E-03       1.76414692E-01       1.77291661E-01       1.05156434E-01       1.00020213E-01
     -5.78021522E-03      -1.40333463E-02       2.75938420E-01       2.90474024E-01       1.36949725E-01       1.81891096E-01
     -7.32995920E-03      -1.60408533E-02       3.14102067E-01       3.06667435E-01       1.72499782E-01       1.51555439E-01
     -2.38910103E-03      -4.50186391E-03       1.70002701E-01       1.71162648E-01       8.76600076E-02       8.12177229E-02
     -2.72311348E-03      -5.86664895E-03       1.78697500E-01       1.80595783E-01       4.82224879E-02       5.50257154E-02
     -1.54757774E-02      -3.11093876E-02       4.85020880E-01       4.44024884E-01       3.42915984E-01       2.41847468E-01
     -1.40507352E-03      -4.23795831E-03       1.43693843E-01       1.47413070E-01       9.54630337E-02       1.02472993E-01
     -5.16247971E-03      -1.24409913E-02       2.57325770E-01       2.63306708E-01       1.26020802E-01       1.36566694E-01
     -9.54067959E-03      -2.66461815E-02       3.50147860E-01       3.67169730E-01       1.58156522E-01       2.11223256E-01
     -4.18899268E-03      -1.18795744E-02       2.20363625E-01       2.28659347E-01       9.62894443E-02       9.89933153E-02
     -1.80515553E-03      -4.55643898E-03       1.43693313E-01       1.46842239E-01       5.39939782E-02       4.69983725E-02
     -3.62549058E-03      -8.11092239E-03       2.07482100E-01       2.07976171E-01       7.24390453E-02       7.98289211E-02
     -3.04492150E-03      -9.41877507E-03       1.92646308E-01       2.02891140E-01       8.81987458E-02       1.10686726E-01
     -9.63414816E-03      -2.24286871E-02       3.51017980E-01       3.61038841E-01       1.62058230E-01       1.95880744E-01
     -4.01173669E-03      -1.19961758E-02       2.24573330E-01       2.35520556E-01       1.06272584E-01       1.29941042E-01
     -7.62516011E-03      -1.44873802E-02       3.43051136E-01       3.26100884E-01       2.64883501E-01       2.08528980E-01
     -2.21111253E-03      -3.66754446E-03       1.67248387E-01       1.67840106E-01       9.12211315E-02       8.28075605E-02
     -5.27495328E-03      -1.27434871E-02       2.61434576E-01       2.70110017E-01       1.31050078E-01       1.50838842E-01
     -8.67632212E-03      -1.87435436E-02       3.29629525E-01       3.22178110E-01       1.21538040E-01       1.26350794E-01
     -5.73018041E-03      -1.18451907E-02       2.87098213E-01       2.91994288E-01       1.84839617E-01       1.92906516E-01
     -9.74375601E-03      -2.43240495E-02       3.72690008E-01       3.63571840E-01       2.37542879E-01       2.12886353E-01
     -7.23981886E-03      -1.79617453E-02       2.99165586E-01       3.13985483E-01       1.26622083E-01       1.76735615E-01
     -7.01546514E-03      -1.38666695E-02       3.20523198E-01       3.04449463E-01       2.29401117E-01       1.76604598E-01
     -3.85135393E-03      -8.82228119E-03       2.15504129E-01       2.14605414E-01       7.05323112E-02       7.03282238E-02
     -2.43997735E-03      -7.37837885E-03       1.79979207E-01       1.88796517E-01       9.65908412E-02       1.18385167E-01
     -3.96615624E-03      -8.51838860E-03       2.18125842E-01       2.18453463E-01       7.19222731E-02       6.79155482E-02
     -2.22677509E-03      -4.72613347E-03       1.62404398E-01       1.63637935E-01       5.71432894E-02       5.93297626E-02
     -3.98829161E-03      -1.16752390E-02       2.14390571E-01       2.21468715E-01       9.31214961E-02       8.68637608E-02
     -1.17357450E-03      -2.05515722E-03       1.19961247E-01       1.22668945E-01       5.13731190E-02       5.36922157E-02
     -7.97103421E-03      -1.77678239E-02       3.30188945E-01       3.42568005E-01       1.82525380E-01       2.19151265E-01
     -8.66175149E-03      -2.21438160E-02       3.28048935E-01       3.43778115E-01       1.37851079E-01       1.89052411E-01
     -7.67026822E-04      -1.22175010E-03       1.02948242E-01       1.05511439E-01       6.23356617E-02       6.62859226E-02
     -3.05258132E-03      -6.96656265E-03       1.91960314E-01       1.96304594E-01       8.10025771E-02       8.38716540E-02
